,time,comment
13572,1:52:38 ,Congratulations NASA
13573,1:52:39 ,mr beast hii
13574,1:52:39 ,Congratulations washhands buffering
13575,1:52:39 ,CONGRATS
13576,1:52:41 ,Congratulations
13577,1:52:41 ,the landing already happened for anyone wondering
13578,1:52:41 ,NASA Works
13579,1:52:42 ,Congratulations
13580,1:52:42 ,This nice i love NASA
13581,1:52:42 ,I was Here    Nici
13582,1:52:43 ,Congratulations Outstanding work
13583,1:52:43 ,Bring curiosity home
13584,1:52:43 ,Any word on Major Tom
13585,1:52:43 ,Amazing Thank you form London
13586,1:52:45 ,Massive congratulations to the team Looking forward to your future discoveries
13587,1:52:46 ,NASA pulled a pro gamer move
13588,1:52:47 ,so free
13589,1:52:47 ,That is awesome
13590,1:52:49 ,WHERE IS HER MASK
13591,1:52:49 ,Great job NASA
13592,1:52:50 ,congratulations
13593,1:52:50 ,Awesome NASA great achievement fantastic teamwork
13594,1:52:50 ,Congratulations Nasa Team Great Job From Brazil
13595,1:52:50 ,I was here from Chile
13596,1:52:50 ,There is a Rover Among us
13597,1:52:50 ,So great well done everyone Unity together success
13598,1:52:51 ,Perhaps John Carter will stroll by to visually inspect it
13599,1:52:52 ,Who s the host
13600,1:52:52 ,congratulations
13601,1:52:53 ,good job Nasa and everyone that supported
13602,1:52:53 ,elbowcough Nasa yougotthis
13603,1:52:53 ,working on mars time interesting
13604,1:52:54 ,Woo
13605,1:52:54 ,when is landing
13606,1:52:56 ,Awh sweet
13607,1:52:56 ,CRINGE
13608,1:52:56 ,congratulations
13609,1:52:56 ,Heck yes Watching from California
13610,1:52:57 ,Landing Is Official
13611,1:52:57 ,HELLO FROM SPAIN CONGRATULATIONS
13612,1:52:57 ,Touchdown Yay
13613,1:52:57 ,I WAS HERE CONGRATS NASA
13614,1:52:57 ,Congratulations
13615,1:52:58 ,this is very inspiring not for a country alone but for every person in this planetl
13616,1:52:58 ,exciting
13617,1:53:00 ,have you found OIL
13618,1:53:00 ,congradulations to that rover perserverence
13619,1:53:01 ,Almost in tears so happy
13620,1:53:01 ,SOPHIA I LOVE YOUR DRAWING
13621,1:53:01 ,ITS MARS TIME NOW BABY
13622,1:53:01 ,it was a incredible
13623,1:53:01 ,CUTE
13624,1:53:02 ,this is amazing LETS GOOOOOOOOOOOOOOO
13625,1:53:02 ,Congratulations
13626,1:53:02 ,CONGRATS NASA FEELS GOOD TO BE APART OF HISTORY
13627,1:53:03 ,A great day in history
13628,1:53:03 ,omg is that a scicle and hammer in the background
13629,1:53:04 ,Watch an epic journey unfold on Thursday Feb  as our Perseverance rover lands on Mars
13630,1:53:04 ,cringe
13631,1:53:05 ,bravo yougotthis
13632,1:53:05 , min time difference did I heard that
13633,1:53:05 ,STANLEY COKRO Learn all about the Entry Descent and Landing process here https mars nasa gov mars2020 timeline landing entry descent landing
13634,1:53:06 ,how do we ask a qusetion
13635,1:53:07 ,aww thats so sad
13636,1:53:07 ,I am at mars with my family
13637,1:53:08 ,I can t wait for season  of this show
13638,1:53:08 ,NASA taking the W
13639,1:53:09 ,Congratulations NASA
13640,1:53:09 ,wow i am a student i know nothing abaut this and learning abaut this is cool
13641,1:53:10 ,that melted my heart
13642,1:53:10 ,She finna cry lol
13643,1:53:11 ,oh wow congrats NASA you did well
13644,1:53:12 ,congratulations
13645,1:53:12 ,Earth is flat mars is also flat
13646,1:53:12 ,yo nasa where the martians at
13647,1:53:12 ,thank you for fulfilling your dreams
13648,1:53:13 ,Watched with my son congratulations to all involved
13649,1:53:13 ,Its land on mars
13650,1:53:15 ,welcome to mars usa im also from UAE
13651,1:53:15 ,Go Perseverance go We re all rooting for you
13652,1:53:15 ,awwww good question Sophia
13653,1:53:16 ,congratulations
13654,1:53:16 ,ohwww she s so sweet
13655,1:53:16 ,IS THERE SOMETHING MORE
13656,1:53:17 ,success for all countries and mankind as a whole
13657,1:53:19 ,I was here
13658,1:53:22 ,I WAS HERE
13659,1:53:22 ,When is the rocket taking off I ve been waiting
13660,1:53:23 ,why is the cool down SO LONG POG
13661,1:53:23 ,If the space rover gets a problem in the system it s done for no sending a mechanic out there to fix it
13662,1:53:23 ,SO CUTE I hope these kids will never stop being interested in this
13663,1:53:23 ,Congratulations to everyone
13664,1:53:25 ,My name is sofia
13665,1:53:26 ,in my time is  
13666,1:53:26 ,Onnovación in the house Congrats
13667,1:53:26 ,IM GOING TO MARS
13668,1:53:26 ,Congratulations
13669,1:53:27 ,whwere are the aleisn
13670,1:53:30 ,when it start
13671,1:53:30 ,Mars the one place you re safe from Covid
13672,1:53:30 ,please play among uis on space
13673,1:53:31 ,League of Legends
13674,1:53:31 ,how do they keep the rover from running out of battery thooooooo
13675,1:53:31 ,Good job NASA you and your incredible team did it
13676,1:53:32 ,congratulations from germany
13677,1:53:32 ,Perseverence is sus
13678,1:53:32 ,God is so amazing You just gotta love and thank him for our universe
13679,1:53:32 ,congratulations
13680,1:53:33 ,I think I saw ET near that space buggy
13681,1:53:33 ,what s tha time
13682,1:53:33 ,To infinity and beyond
13683,1:53:33 ,Hi from Mars
13684,1:53:35 ,good job thank you for tis historical memory
13685,1:53:35 ,What does pog stand for
13686,1:53:35 ,Cool
13687,1:53:36 ,Amazing drawing Jessica
13688,1:53:37 ,Congratulations
13689,1:53:37 ,this is so cool
13690,1:53:38 ,Congratulations NASA
13691,1:53:38 ,its big brain time
13692,1:53:39 ,Found any aliens yet
13693,1:53:40 ,Imma tell my kids that this was the first landing the US ever did
13694,1:53:40 ,Are kids are going to be taught this
13695,1:53:41 ,when did it land
13696,1:53:41 ,Hi Sophia
13697,1:53:41 ,Make sure that she s preservering
13698,1:53:42 ,  mill people in here and congrates guys
13699,1:53:43 ,This exceeded pog champ
13700,1:53:43 ,Yes it landed
13701,1:53:45 ,congratulations team NASA and JPL team for Mars touchdown amazing job done
13702,1:53:45 ,what the number
13703,1:53:45 ,anybody thinking about people from other couintries this kid was speeking so fast
13704,1:53:45 ,GREAT DAY NASA AN THE WORLD THE NEW FRONTIER AWAITS
13705,1:53:47 ,So tremendously impressive
13706,1:53:47 ,When do pics go up on the raw images site
13707,1:53:47 ,Good Job congrads from the Netherlands
13708,1:53:47 ,we got a robot on mars POG
13709,1:53:49 ,Thank you Jessica Very Cool
13710,1:53:50 ,where did the other   views go
13711,1:53:50 ,Congratulations It s fabulous news xx
13712,1:53:51 ,now say hi to the aliens
13713,1:53:52 ,ITS MARS TIMMMMMMEEEEEEEEEEEEE
13714,1:53:52 ,ARE U TELLING ME THAT WE SENT WALL E TO MARS
13715,1:53:52 ,fire times  yt
13716,1:53:53 ,this is so cool
13717,1:53:53 ,We win these bois
13718,1:53:53 ,NASA is the best Congrats
13719,1:53:53 ,Was there video of the river landing
13720,1:53:54 ,Live long and prosper NASA perseverance
13721,1:53:54 ,Why don t their ask experts or adults
13722,1:53:55 ,sunday on mars will have gol of gabigol
13723,1:53:55 ,When will ingeunity take first flight
13724,1:53:56 ,THERE IS LIFE ON MARS
13725,1:53:56 ,Congratulations NASA
13726,1:53:57 ,but BLM right
13727,1:53:57 ,Congrats NASA POG landing This is history
13728,1:53:57 ,Such an amazing accomplishment
13729,1:53:57 ,buck tooth
13730,1:53:58 ,THIS IS INSANE
13731,1:53:58 ,Her drawing is amazing Please share it on social media
13732,1:53:59 ,I was here
13733,1:54:00 ,The awkward silence
13734,1:54:00 ,Yay it landed
13735,1:54:00 ,people smile to much
13736,1:54:00 ,congratulations
13737,1:54:00 ,Jimmy Swaggart was never here
13738,1:54:00 ,February    am New Zealand
13739,1:54:01 ,Humanity did it thanksdoc
13740,1:54:01 ,MarcosInaros2024 Make the OPA Great Again
13741,1:54:01 ,Congrats Nice job Guys
13742,1:54:01 ,easy win
13743,1:54:02 ,where Matt Damon
13744,1:54:03 ,horrible answer to that last
13745,1:54:05 ,THE EARTH IS NOT FLAT
13746,1:54:05 ,NASA Congratulations
13747,1:54:06 ,this is actually amazing congrats to all of the team
13748,1:54:06 ,Congratulations NASA
13749,1:54:07 ,rainbow road
13750,1:54:07 ,IM SOO HAPPY  YEARS OF WORK FOR THIS
13751,1:54:07 ,to all the nerds out there hello from Germany
13752,1:54:08 ,Congratulations NASA
13753,1:54:08 ,NASA very impressive Congratulations
13754,1:54:08 ,did they play yungbluds cover
13755,1:54:09 ,Yeaaaah buddy start collecting data get to the site
13756,1:54:10 ,Good luck to the scientists who will be working on with the Perseverance in the days to come
13757,1:54:11 ,Has it landed yet
13758,1:54:11 ,cool
13759,1:54:11 ,realy good
13760,1:54:14 ,I wanna see the helicopter
13761,1:54:14 ,Congratulations
13762,1:54:14 ,congrat peoples
13763,1:54:14 ,good job thanksdoc
13764,1:54:15 ,horrible drawing
13765,1:54:15 ,it was great see this event I feel like a explorer
13766,1:54:15 ,northvpn sponsored
13767,1:54:15 ,Congratulations NASA
13768,1:54:16 ,When it s going back to earth
13769,1:54:16 ,been here sense the stream started
13770,1:54:17 ,its finish
13771,1:54:17 ,Gg perseverance
13772,1:54:17 ,Love NASA and space mission
13773,1:54:18 ,stanely corko it was all choices made by the robot Automated
13774,1:54:19 ,I ve been following this mission for the day it was launched into space for me its a super human achieve to happen in my life
13775,1:54:20 ,how do i become a channel member
13776,1:54:20 ,we re all made of space dust that s been recycled billions of times
13777,1:54:20 ,I was here
13778,1:54:21 ,OMG THIS IS SO AMAZING I CAN T
13779,1:54:21 ,Fly me to the Mars
13780,1:54:21 ,Congrats Where is Elon When do we see a picture of him on mars How could he survive this long in the rover
13781,1:54:21 ,Congratulations Nasa Excellent job Cheers to best team washhands washhands washhands washhands washhands
13782,1:54:22 ,do you think that we would ever be able to sustain life on mars
13783,1:54:25 ,I was here
13784,1:54:26 ,NASA sucks
13785,1:54:26 ,great achievement love from Kerala India
13786,1:54:26 ,amazing congratulations from Ireland
13787,1:54:26 ,when is enginuity leaving
13788,1:54:27 ,I was here
13789,1:54:27 ,rock on NASA
13790,1:54:27 ,ItzTurtle  times now DDDD
13791,1:54:28 ,Show us Mars
13792,1:54:29 ,NASA is inevitable
13793,1:54:30 ,Congrats the NASA team with successful landing Hope to get nice pictures of Mars soon
13794,1:54:31 ,congratulations
13795,1:54:31 ,stop congratulating from COUNTRIES
13796,1:54:31 ,Aww love to see the kids asking the NASA team their great questions future Leaders
13797,1:54:31 ,So like where is the Aliens dlc nasa
13798,1:54:31 ,Welcome Rover from Mars
13799,1:54:32 ,I LOVE SPACE BUT IM 
13800,1:54:32 ,yougotthis yougotthis yougotthis
13801,1:54:32 ,Excellent Nice going VE7REZ
13802,1:54:33 ,congratulations nasa on reaching mars
13803,1:54:36 ,My name ia there
13804,1:54:36 ,What a waste of money
13805,1:54:36 ,mars is flat
13806,1:54:36 ,Question from Hailey How will Perseverance know if it finds a new type of organism on Mars or if it s the same as a different organism it found before NASA
13807,1:54:37 ,congrats JPL NASA you guys are the best
13808,1:54:38 ,Bro
13809,1:54:39 ,Funny this is Live but still happened over  Hours ago
13810,1:54:40 ,i woke up am for this in australia
13811,1:54:40 ,Hi from Australia
13812,1:54:40 ,Bout to do this in Kerbal Space Program
13813,1:54:41 ,thank you
13814,1:54:41 ,1million watching lol
13815,1:54:41 ,congratulations
13816,1:54:41 ,god speed perseverance
13817,1:54:42 ,Anything happen more
13818,1:54:42 ,Yes it has landed guys
13819,1:54:43 ,Hello Capt Marvel
13820,1:54:43 ,im going to sleep bye
13821,1:54:43 ,what time will this happen
13822,1:54:43 ,i like the adobe icons on the desktop lol
13823,1:54:44 ,Nicholas Anthony Chapa and I congratulate NASA and everyone who made this happen USA USA USA
13824,1:54:44 ,If you see this type MARK ROBER
13825,1:54:45 ,Congratulations They Landed
13826,1:54:46 ,yougotthis yougotthis yougotthis
13827,1:54:47 ,Score  for Science
13828,1:54:48 ,i was here yes
13829,1:54:48 ,cool
13830,1:54:50 ,Good luck to NASA Thank you for PERSEVERING in spite of all the politics and funding difficulties Thanks for continuing to explore the final frontier ROCK ON
13831,1:54:51 ,goosebumps all over me The most awaited moment
13832,1:54:51 ,Good news in the middle of a bad time Congratulations
13833,1:54:52 ,God bless Perseverance and all
13834,1:54:52 ,whoever asked yes they did land
13835,1:54:53 ,it seems like their hiding something
13836,1:54:53 ,congratulation s
13837,1:54:53 ,space bears have entered the chat
13838,1:54:54 ,I was here
13839,1:54:55 ,greetings from Poland
13840,1:54:55 ,CONGRATS FROM ABX ABX ABX GERMANY
13841,1:54:56 ,imagine if Perseverance crashed
13842,1:54:56 ,great job to the team Special shout out to Jennifer Trosper
13843,1:54:57 ,congrats on everyone
13844,1:54:57 ,Hello there
13845,1:54:57 ,I WAS HERE FUTURE
13846,1:55:00 ,congratulations
13847,1:55:01 ,wishes from India
13848,1:55:02 ,And some people claim that NASA is irrelevant yeah right
13849,1:55:02 ,congratulation from Pakistan
13850,1:55:02 , mio Zuschauer dothefive dothefive dothefive
13851,1:55:03 ,Mark Rober was talking about this
13852,1:55:03 ,祝贺 washhands
13853,1:55:04 ,is atterred
13854,1:55:04 ,AMAZING MARS HERE WE COME
13855,1:55:05 ,long while as in hours or days
13856,1:55:05 ,I m surprised Elon Musk hasn t put a tesla on Mars yet
13857,1:55:05 ,Moo
13858,1:55:06 ,MARK ROBER I LOVE YOUR CHANNEL
13859,1:55:06 ,I m going to Mars in the future
13860,1:55:06 ,This is awesome
13861,1:55:06 ,he is sweating lol
13862,1:55:06 ,Congratulations Very excited for the future of this mission
13863,1:55:06 ,the mission is just starting i wish we discover new things maybe new materials Who knows
13864,1:55:07 ,heck yeah
13865,1:55:08 ,Gratulations to you all from Germany Super Job
13866,1:55:09 ,anyone know when they test the helicopter
13867,1:55:09 ,they did it
13868,1:55:09 ,congratulations from Greece
13869,1:55:11 ,congratulations NASA washhands washhands washhands washhands washhands
13870,1:55:12 ,i ll be the first human on mars no one is ready for that
13871,1:55:12 ,I can t believe I was able to witness this
13872,1:55:13 ,hey
13873,1:55:13 ,Lets get some rock back home Onwards and upwards
13874,1:55:13 ,This is so cool
13875,1:55:14 ,NEEDS to be back in  YEARS not  nobody will be here in  to look them WHY THE HOLDUP
13876,1:55:15 ,Ur are so good in this
13877,1:55:15 ,AWESOME COVERAGE
13878,1:55:15 ,elbowcough THIS IS SOOOOO COOOOOL CONGRATULATIONS TO EVERYONE AND I CAN T BELIEVE THAT MY NAME LANDED ON MARS
13879,1:55:16 ,NASA virtualhug virtualhug elbowcough elbowcough
13880,1:55:17 ,So exciting
13881,1:55:17 ,Woo hoo congratulations
13882,1:55:18 ,how much does the rover cost
13883,1:55:18 ,Honored to be a part of history
13884,1:55:19 , and we are landing B W cameras on mars underwhelmed also the number of active cameras during descent and all we get to see is a simulation why whackos think the moon landing was faked
13885,1:55:19 ,MARS What is that thing you send us
13886,1:55:20 ,Congratulations NASA Great job Perseverance What a great name representing how we will come out of all of this on earth
13887,1:55:20 ,congrats from bulgaria goodvibes
13888,1:55:22 ,OK GOOD NIGHT CHAT
13889,1:55:22 ,I will never forget this
13890,1:55:23 ,Germany suffers
13891,1:55:26 ,i really want to go to mars
13892,1:55:26 ,Congratulations
13893,1:55:26 ,Shoutout to Niftski
13894,1:55:26 ,AWESOME Congrats to JPL team
13895,1:55:26 ,nice work NASA and the team
13896,1:55:27 ,Greetings from Nepal
13897,1:55:27 ,Congratulations JPL Another triumph for robotic space exploration Well done
13898,1:55:29 ,The Dream Team
13899,1:55:30 ,We made it bois elbowcough elbowcough elbowcough
13900,1:55:31 ,yay this is exciting
13901,1:55:32 ,well done nasa good luck for the whole mission have a great time on Mars Perseverance regards from
13902,1:55:32 ,Perseverance come on baby discover
13903,1:55:32 ,When are they gonna release Ingenuity
13904,1:55:32 ,hi NASA this is my frst wachet lajv of nasa it s sou fun
13905,1:55:32 ,I am the person to put the first step on mars Remember my words
13906,1:55:32 ,i already was on mars
13907,1:55:33 ,congrats all thats awesome
13908,1:55:34 ,congratulations
13909,1:55:35 ,Congratulation Dunkerque North France
13910,1:55:35 ,This is so awesome
13911,1:55:35 ,show the planet pls
13912,1:55:36 ,did they launch the rocket yet
13913,1:55:37 ,NASA make great success
13914,1:55:37 ,graet landing concrats
13915,1:55:38 ,i am waiting for mark robers vedio
13916,1:55:38 ,weeeooow congratulacions NASA let s make history
13917,1:55:38 ,How is it
13918,1:55:40 ,my eyes are up here
13919,1:55:40 ,Congratulations
13920,1:55:41 ,Where is elon
13921,1:55:41 ,WOW elbowcough
13922,1:55:41 ,This is so crazy I m watching this during a test at my school
13923,1:55:42 ,Chinese scientist Tsien Hsue shen Qian Xuesen was one of the founders of JPL
13924,1:55:42 ,congratulations NASA
13925,1:55:42 ,when did it land
13926,1:55:43 ,when sample is sus
13927,1:55:43 ,When will video be sent
13928,1:55:43 ,i just joined has the landing happened
13929,1:55:46 ,All the best wishes from INDIA
13930,1:55:47 ,He is sus
13931,1:55:47 ,CONGRATULATION FROM ITALY GUYS
13932,1:55:47 ,people really saying pog in a mars landing stream
13933,1:55:47 ,when Will The video on board be ready
13934,1:55:47 ,congratulations nasa washhands
13935,1:55:48 ,cool
13936,1:55:48 ,when the impostor is sus
13937,1:55:48 ,lol where the super chat at
13938,1:55:50 ,did you having accident with bus
13939,1:55:50 ,Life on Mars
13940,1:55:51 ,flath earth
13941,1:55:52 ,congrats from Swizerland
13942,1:55:52 ,I was here
13943,1:55:52 ,good job a really exciting and impressive moment
13944,1:55:52 ,congratulations guys you are really amazing great work
13945,1:55:53 ,He s fit
13946,1:55:54 ,why the camera is so bad
13947,1:55:55 ,OMG soo cool elbowcough elbowcough elbowcough elbowcough
13948,1:55:56 ,Congratulations on an amazing accomplishment From your neighbours in the North Canada
13949,1:55:57 ,heck yeah
13950,1:55:57 ,elbowcough elbowcough elbowcough
13951,1:55:58 ,Congratmission to you all on an amazing successful mission
13952,1:55:58 ,hi from Greece
13953,1:55:58 ,CONGRATULATIONS TO EVERYONE WHO WORKED TO MAKE THIS A REALITY
13954,1:56:00 ,Its just awesome
13955,1:56:01 ,CONGRATS just imagine we ve only been around for   years and were already exploring different planets
13956,1:56:01 ,Those peanuts helped a lot
13957,1:56:01 ,I was here too
13958,1:56:01 ,i was here
13959,1:56:01 ,Mike Watkins are you telling the truth
13960,1:56:01 ,Congratulations everyone
13961,1:56:02 ,Congratulations from INDIA
13962,1:56:02 ,Great job NASA My tax dollars well spent
13963,1:56:02 ,congratulations
13964,1:56:02 ,WHAT JUST HAPPENEDD
13965,1:56:05 ,I love his eyes
13966,1:56:05 ,thank you guys humanity did it
13967,1:56:05 ,thomas becker immer
13968,1:56:06 ,Amazing job NASA So proud of everyone involved
13969,1:56:06 ,what materail is the rover mostly made of
13970,1:56:06 ,picassopeek perseverance
13971,1:56:06 ,If you come across living organisms there say hi from me too
13972,1:56:07 ,Whoop whoop
13973,1:56:07 ,In Science we trust
13974,1:56:07 ,So what happens when we see aliens
13975,1:56:08 ,Super cool
13976,1:56:08 ,até q fim chegou em goodvibes washhands washhands washhands
13977,1:56:09 ,Cand apare gta vi
13978,1:56:09 ,Congratulations
13979,1:56:10 ,Jehova is watching
13980,1:56:11 ,flat earthers wont like this one
13981,1:56:11 ,the code for among us is RMQMKF
13982,1:56:11 ,Congratulations
13983,1:56:13 ,Woke up at  am for this
13984,1:56:15 ,Robotics Rock Go JPL NASA
13985,1:56:15 ,congratulations
13986,1:56:15 ,Good Work NASA REM its the end of the world would have been an ideal track to play
13987,1:56:15 ,Go Perseverance
13988,1:56:16 ,Annie Flaherty Yes landed about  minutes ago ish
13989,1:56:16 ,is there a time for when this thing lands
13990,1:56:16 ,couldn t hit it
13991,1:56:16 ,I didn t get to see anything what did I imss
13992,1:56:17 ,Go Perseverance
13993,1:56:17 ,My congratulations just in Mars
13994,1:56:17 ,Stop pls I am trying to watch this
13995,1:56:17 ,Where is Bryan
13996,1:56:18 ,congradulations elbowcough
13997,1:56:18 ,Victory royale
13998,1:56:20 ,PLEASE NO RED FILTER ON THE PICS
13999,1:56:20 ,c mon NASA why you didnt mad a paid chat lol Congrate for your landing
14000,1:56:20 ,Another great achievement in history
14001,1:56:21 ,whassup ppl
14002,1:56:21 ,This is what making America great again REALLY means
14003,1:56:22 ,Congratulations NASA
14004,1:56:22 ,So cool Glad to have been here to see this amazing event
14005,1:56:22 ,party time
14006,1:56:23 ,Great
14007,1:56:23 ,poland strong
14008,1:56:23 ,congratulations to nasa and the whole world stay blessed everyone keep grinding
14009,1:56:25 ,CONGRATULATIONS HAPPY CELEBRATIONS elbowcough washhands washhands
14010,1:56:25 ,NASA UwU
14011,1:56:26 ,clap for NASA pls
14012,1:56:26 ,dodge coin baby
14013,1:56:27 ,when will this end
14014,1:56:30 ,NASA What camera do you use for the rover
14015,1:56:30 ,congratulations NASA and all the best for future missions Allah bless u
14016,1:56:30 ,The ambience
14017,1:56:30 ,Lol nice Photoshopped
14018,1:56:31 ,Congrats NASA is the best
14019,1:56:31 ,where are the pictures
14020,1:56:31 ,Mars rover
14021,1:56:32 ,the covid experience TM
14022,1:56:32 ,Congrats Nasa well done everyone
14023,1:56:33 ,I ll meet you on the surface soon percy
14024,1:56:33 ,Congrats Great Job Boyle Heights CA  USA in the house
14025,1:56:35 ,Hey
14026,1:56:35 ,congrats from PERU
14027,1:56:36 ,filipino guy here I just waked up its  in the morning and omg I just made it right on time
14028,1:56:36 ,we the  are watching
14029,1:56:36 ,I m so happy it landed well on Mars because i have been thinking about this for a long time now
14030,1:56:37 ,Congrats people
14031,1:56:38 ,Congratulations NASA Congrats Perseverance
14032,1:56:38 ,thank you NASA
14033,1:56:40 ,congratulations
14034,1:56:40 ,Good thing the last admin refunded the space program and NASA after it was drastically defunded by Mr Soetoro
14035,1:56:40 ,Proud to be part of Humanity
14036,1:56:40 ,Wish I worked at NASA
14037,1:56:42 ,Congrarts
14038,1:56:42 ,WHERE ARE THEY
14039,1:56:42 ,who else has been here since the starting
14040,1:56:43 ,Wyatt Griffis yes it did land
14041,1:56:43 ,so proud of britan
14042,1:56:43 ,anybody knows when will ingenuity take off
14043,1:56:43 ,Woahhh
14044,1:56:45 ,congratulations from Ireland
14045,1:56:45 ,Great job I clapped
14046,1:56:45 ,Amazing Congrats to all
14047,1:56:45 ,such an amazing and admirable team virtualhug
14048,1:56:46 ,This is so beautiful thanks for a motive and reason to study NASA even if i m never gonna work here and i am getting into completely different job the space will always fascinate me and give hope
14049,1:56:46 ,Success of World
14050,1:56:46 ,this is amazing
14051,1:56:46 ,congratulations from istanbul
14052,1:56:47 ,thanksdoc thanksdoc thanksdoc
14053,1:56:47 ,Congratulations
14054,1:56:47 ,Respect Holland
14055,1:56:49 ,this might be awsome
14056,1:56:50 ,Great
14057,1:56:50 ,I have to go now but remember I WAS HERE And thank you Historic Travels
14058,1:56:50 ,z3rod4y best hacker in the world
14059,1:56:51 ,elbowcough elbowcough elbowcough
14060,1:56:51 ,We need Elon musk here to celebrate
14061,1:56:52 ,I WAS HERE
14062,1:56:52 ,CONGRATSSSSSSSSSSSSSSS
14063,1:56:52 ,it landed
14064,1:56:52 ,He s a tomato
14065,1:56:53 ,Huge congrats Best landing ever
14066,1:56:54 ,CONGRATULATIONS
14067,1:56:54 ,Congrats from Italy
14068,1:56:55 ,congrats from Brazil
14069,1:56:55 ,elbowcough
14070,1:56:55 ,Congratulations
14071,1:56:56 ,cool
14072,1:56:56 ,Younger generations will witness human presence on mars
14073,1:56:56 ,congratulations to all of you and perseverance God bless you xx
14074,1:56:56 ,evviva evviva thanksdoc thanksdoc thanksdoc
14075,1:56:56 ,IF you see this chat Who Is Joe
14076,1:56:56 ,Landing on Mars on my bday
14077,1:56:57 ,now we need RTX on photos
14078,1:56:57 ,elbowcough elbowcough elbowcough
14079,1:56:57 ,R I P Opportunity rover Hope to see you at some point in my life
14080,1:56:58 ,Yes it landed
14081,1:56:59 ,Anulord ask god to bless my health
14082,1:56:59 ,congratulations D
14083,1:57:00 ,We just landed on Mars and I m reading so many nasty comments in here
14084,1:57:00 ,Bro when s it going to land
14085,1:57:00 ,landed on a MGM set in Nevada
14086,1:57:00 ,we finally get a drone mars perfecto
14087,1:57:00 ,THANK YOU ALL OF YOU YOU MADE THIS POSSIBLE NASA AND THE TEAM
14088,1:57:01 ,Props to you NASA JPL
14089,1:57:01 ,congratulations to all at NASA
14090,1:57:01 ,good job I wish to a new life center
14091,1:57:01 ,America
14092,1:57:02 ,how are you going to get it back down to earth
14093,1:57:04 ,NASA I think Mark Rober is one of your best marketing and spokes person out there I m here because of him and I don t seem to be the only one Great job on the mission so far
14094,1:57:04 ,Keep up the good work
14095,1:57:05 ,Hi from Germany
14096,1:57:05 ,Cringe
14097,1:57:06 ,yay thats so cool
14098,1:57:06 ,WAIT DID I MISS IT
14099,1:57:06 ,congratulations
14100,1:57:07 ,Yo Elon wassup
14101,1:57:07 ,I love it when people get together and celebrate science s advancements I love you people
14102,1:57:08 ,WE LOVE NASA WE LOVE NASA WE LOVE NASA WE LOVE NASA WE LOVE NASA WE LOVE NASA WE LOVE NASA WE LOVE NASA WE LOVE NASA WE LOVE NASA
14103,1:57:09 ,earth is flat tho
14104,1:57:09 ,The photos are fascinating
14105,1:57:10 ,congratulations NASA
14106,1:57:10 ,Great job
14107,1:57:10 ,this is fine
14108,1:57:10 ,was ghat
14109,1:57:11 ,NASA is cracked
14110,1:57:12 ,Congrats NASA Awesome stuff
14111,1:57:12 ,thanksdoc well doneNASA and JPL
14112,1:57:12 ,this is fine dog
14113,1:57:12 ,A new frontier of possibilities to the Humanity Mars  an ark for the human future
14114,1:57:13 ,We on that mars
14115,1:57:13 ,Thanks for landing on my birthday
14116,1:57:13 ,I WAS HERE
14117,1:57:13 ,Mark Rober where you at
14118,1:57:14 ,Now this is epic yougotthis
14119,1:57:15 ,Congratulations from Canada
14120,1:57:16 ,THIS IS FINE
14121,1:57:17 ,Mark rober if you are watching this say something
14122,1:57:18 ,i literally cried
14123,1:57:18 ,The
14124,1:57:19 ,Bravo great job to everyone who has done their part on this
14125,1:57:20 ,Can t believe it that  rovers have landed on Mars
14126,1:57:21 ,NASA Ooops We landed on Titan
14127,1:57:22 ,rover touch down
14128,1:57:24 ,congratulations team
14129,1:57:25 ,Congratulations
14130,1:57:25 ,I missed it Did they show anything
14131,1:57:25 ,Congrats to everyone who helped in landing Perseverance on Mars truly remarkable
14132,1:57:25 ,CONGRATULATIONS
14133,1:57:26 ,WE NEED RTX IN PHOTOS
14134,1:57:26 ,I WANT VBUCKS
14135,1:57:26 ,The curious guy why this moment
14136,1:57:26 ,earth
14137,1:57:26 ,چه با حال socialdist elbowbump goodvibes
14138,1:57:26 ,Great stuff
14139,1:57:27 ,will we have a video of landing
14140,1:57:27 ,greeting from Argentina
14141,1:57:27 ,Hi from Malaysia
14142,1:57:28 ,Wow Congratulations
14143,1:57:29 ,so exciting
14144,1:57:29 ,The Expanse
14145,1:57:29 ,Congratulations NASA
14146,1:57:29 ,when s the David Bowie song
14147,1:57:30 ,congratulations to the team
14148,1:57:30 ,Congratulations coming from Brazil
14149,1:57:30 ,Oofff I late
14150,1:57:31 ,History has been made by this In  we ll finally have Martian soil on earth
14151,1:57:32 ,is this real
14152,1:57:32 ,rainbow chat
14153,1:57:32 ,greatings from Honduras
14154,1:57:32 ,Welll done you guys are doing the world to make it better we are finally going to go to Mars I am so happy yay
14155,1:57:32 ,hey guis
14156,1:57:33 ,i was here
14157,1:57:33 ,when you gaming
14158,1:57:34 ,Way to go America
14159,1:57:35 ,it is late where i life and i got school tomorrow so good night yall
14160,1:57:35 ,when is the  mintunes of terror
14161,1:57:36 ,My name is on Mars
14162,1:57:36 ,We ve been together in this It was great Love you everybody
14163,1:57:36 ,I WAS HERE
14164,1:57:37 ,B IER
14165,1:57:37 ,CONGRATULATIONS
